ciclo,id_entidad_federativa,entidad_federativa,id_municipio,municipio,tomas_pagadas,monto_agua,monto_recaudado_percapita,lugar_estatal_percapita,lugar_nacional_percapita,promedio_recaudacion_percapita_estatal,promedio_recaudacion_percapita_nacional,poblacion
2015,25,Sinaloa,2,Angostura,18678,17957661,380,6,224,365,125,47207
2016,25,Sinaloa,2,Angostura,19990,25464976,539,4,149,372,136,47207
2017,25,Sinaloa,2,Angostura,20190,21251517,450,5,232,407,147,47207
2018,25,Sinaloa,2,Angostura,20594,21839065,463,5,234,403,151,47207
2019,25,Sinaloa,2,Angostura,20182,21195477,449,7,278,439,166,47207
2020,25,Sinaloa,2,Angostura,21411,24758127,561,5,192,466,162,44093
2021,25,Sinaloa,2,Angostura,21603,24994390,567,6,219,491,176,44093
2022,25,Sinaloa,2,Angostura,22035,28326194,642,6,213,551,197,44093
2023,25,Sinaloa,2,Angostura,22696,32365570,734,4,189,603,212,44093
2024,25,Sinaloa,2,Angostura,21786,29918530,679,6,239,627,225,44093
2010,25,Sinaloa,3,Badiraguato,4465,2912870,97,16,685,275,92,29999
2011,25,Sinaloa,3,Badiraguato,4585,3043334,101,18,699,289,100,29999
2012,25,Sinaloa,3,Badiraguato,6498,4295932,143,16,602,362,111,29999
2013,25,Sinaloa,3,Badiraguato,5682,3687321,123,16,696,345,117,29999
2014,25,Sinaloa,3,Badiraguato,6231,4267667,142,15,657,380,125,29999
2015,25,Sinaloa,3,Badiraguato,6418,4475702,141,14,675,365,125,31821
2016,25,Sinaloa,3,Badiraguato,5857,4612932,145,15,682,372,136,31821
2017,25,Sinaloa,3,Badiraguato,5974,4642359,146,17,708,407,147,31821
2018,25,Sinaloa,3,Badiraguato,6093,6851658,215,15,541,403,151,31821
2019,25,Sinaloa,3,Badiraguato,6276,10462618,329,10,396,439,166,31821
2020,25,Sinaloa,3,Badiraguato,6652,11123186,419,9,306,466,162,26542
2021,25,Sinaloa,3,Badiraguato,6420,11162403,421,10,341,491,176,26542
2022,25,Sinaloa,3,Badiraguato,5980,11107815,418,11,370,551,197,26542
2023,25,Sinaloa,3,Badiraguato,6039,11117770,419,10,397,603,212,26542
2024,25,Sinaloa,3,Badiraguato,6069,11712625,441,13,393,627,225,26542
2010,25,Sinaloa,4,Concordia,7732,3345101,117,15,599,275,92,28493
2011,25,Sinaloa,4,Concordia,8328,3164530,111,17,660,289,100,28493
2012,25,Sinaloa,4,Concordia,8562,5064950,178,14,478,362,111,28493
2013,25,Sinaloa,4,Concordia,5268,2847274,100,17,776,345,117,28493
2014,25,Sinaloa,4,Concordia,5864,3706641,130,17,697,380,125,28493
2015,25,Sinaloa,4,Concordia,6333,3629895,134,16,697,365,125,27157
2016,25,Sinaloa,4,Concordia,6655,4146384,153,14,665,372,136,27157
2017,25,Sinaloa,4,Concordia,6988,5905760,217,14,525,407,147,27157
2018,25,Sinaloa,4,Concordia,6499,5745723,212,16,552,403,151,27157
2019,25,Sinaloa,4,Concordia,6953,7710169,284,15,465,439,166,27157
2020,25,Sinaloa,4,Concordia,7787,8679547,349,12,386,466,162,24899
2021,25,Sinaloa,4,Concordia,7319,8199755,329,12,440,491,176,24899
2022,25,Sinaloa,4,Concordia,7356,8450464,339,14,460,551,197,24899
2023,25,Sinaloa,4,Concordia,7392,8428913,339,17,488,603,212,24899
2024,25,Sinaloa,4,Concordia,7746,8731361,351,16,494,627,225,24899
2010,25,Sinaloa,5,Cosalá,4321,2588356,155,12,458,275,92,16697
2011,25,Sinaloa,5,Cosalá,4689,1975589,118,16,631,289,100,16697
2012,25,Sinaloa,5,Cosalá,5724,2036155,122,18,669,362,111,16697
2013,25,Sinaloa,5,Cosalá,6857,3490456,209,12,445,345,117,16697
2014,25,Sinaloa,5,Cosalá,7014,4095647,245,12,410,380,125,16697
2015,25,Sinaloa,5,Cosalá,7084,4129307,253,11,399,365,125,16292
2016,25,Sinaloa,5,Cosalá,7373,4213537,259,12,425,372,136,16292
2017,25,Sinaloa,5,Cosalá,7594,4461599,274,13,428,407,147,16292
2018,25,Sinaloa,5,Cosalá,7214,4159638,255,13,467,403,151,16292
2019,25,Sinaloa,5,Cosalá,7322,4881781,300,14,438,439,166,16292
2020,25,Sinaloa,5,Cosalá,7614,5095402,300,15,440,466,162,17012
2021,25,Sinaloa,5,Cosalá,7233,4860794,286,15,499,491,176,17012
2022,25,Sinaloa,5,Cosalá,7305,6791206,399,12,392,551,197,17012
2023,25,Sinaloa,5,Cosalá,7348,6381005,375,16,447,603,212,17012
2024,25,Sinaloa,5,Cosalá,6826,5652050,332,17,513,627,225,17012
2010,25,Sinaloa,6,Culiacán,269488,580285718,676,2,33,275,92,858638
2011,25,Sinaloa,6,Culiacán,270180,615680771,717,1,42,289,100,858638
2012,25,Sinaloa,6,Culiacán,279891,647912988,755,2,42,362,111,858638
2013,25,Sinaloa,6,Culiacán,283641,735138519,856,2,31,345,117,858638
2014,25,Sinaloa,6,Culiacán,297458,774780850,902,2,32,380,125,858638
2015,25,Sinaloa,6,Culiacán,306671,822749272,909,1,25,365,125,905265
2016,25,Sinaloa,6,Culiacán,264907,729486139,806,2,64,372,136,905265
2017,25,Sinaloa,6,Culiacán,267556,790735706,873,2,68,407,147,905265
2018,25,Sinaloa,6,Culiacán,272907,809873076,895,2,67,403,151,905265
2019,25,Sinaloa,6,Culiacán,282458,865097838,956,2,73,439,166,905265
2020,25,Sinaloa,6,Culiacán,293323,906519532,903,2,81,466,162,1003530
